<NUMBER OF ZONES>			110									
<NUMBER OF NODES>			1020									
<FIRST THRU NODE>			111									
<NUMBER OF LINKS>			2522									
<ORIGINAL HEADER>~ 	Init node 	Term node 	Capacity 	Length 	Free Flow Time 	B	Power	Speed limit 	Toll 	Type		;
	229	232	1	1.426666667	1.426666667	4.25E-17	4.446	0	0	1	0	;
	229	597	1	0.933333333	0.933333333	4.25E-17	4.446	0	0	1	0	;
	230	224	1	0.257142857	0.257142857	3.58E-20	4.924	0	0	1	0	;
	230	231	1	0.274285714	0.274285714	1.48E-19	4.924	0	0	1	0	;
	231	230	1	0.274285714	0.274285714	1.48E-19	4.924	0	0	1	0	;
	231	237	1	0.154285714	0.154285714	1.48E-19	4.924	0	0	1	0	;
	232	229	1	1.426666667	1.426666667	4.25E-17	4.446	0	0	1	0	;
	232	231	1	0.325714286	0.325714286	1.48E-19	4.924	0	0	1	0	;
	232	233	1	0.12	0.12	4.25E-17	4.446	0	0	1	0	;
	233	211	1	0.48	0.48	1.54E-17	4.603	0	0	1	0	;
	233	232	1	0.12	0.12	4.25E-17	4.446	0	0	1	0	;
	233	243	1	0.428571429	0.428571429	1.48E-19	4.924	0	0	1	0	;
	234	533	1	0.226666667	0.226666667	4.25E-17	4.446	0	0	1	0	;
	235	226	1	0.342857143	0.342857143	9.24E-20	4.924	0	0	1	0	;
	235	228	1	0.342857143	0.342857143	9.24E-20	4.924	0	0	1	0	;
	235	236	1	0.24	0.24	1.09E-18	4.924	0	0	1	0	;
	236	226	1	0.222857143	0.222857143	1.48E-19	4.924	0	0	1	0	;
	236	227	1	0.308571429	0.308571429	1.09E-18	4.924	0	0	1	0	;
	236	602	1	0.685714286	0.685714286	1.09E-18	4.924	0	0	1	0	;
	237	211	1	0.291428571	0.291428571	3.58E-20	4.924	0	0	1	0	;
	237	231	1	0.154285714	0.154285714	1.48E-19	4.924	0	0	1	0	;
	237	233	1	0.257142857	0.257142857	1.48E-19	4.924	0	0	1	0	;
	238	234	1	0.12	0.12	4.25E-17	4.446	0	0	1	0	;
	238	235	1	0.925714286	0.925714286	1.09E-18	4.924	0	0	1	0	;
	238	242	1	0.333333333	0.333333333	4.25E-17	4.446	0	0	1	0	;
	239	240	1	0.24	0.24	3.58E-20	4.924	0	0	1	0	;
	239	576	1	0.173333333	0.173333333	1.95E-18	4.446	0	0	1	0	;
	240	241	1	0.3	0.3	2.38E-18	4.603	0	0	1	0	;
	240	242	1	0.34	0.34	1.54E-17	4.603	0	0	1	0	;
	241	538	1	0.213333333	0.213333333	1.95E-18	4.446	0	0	1	0	;
	241	574	1	0.093333333	0.093333333	7.01E-18	4.446	0	0	1	0	;
	242	238	1	0.333333333	0.333333333	4.25E-17	4.446	0	0	1	0	;
	242	239	1	0.173333333	0.173333333	1.95E-18	4.446	0	0	1	0	;
	242	240	1	0.34	0.34	1.54E-17	4.603	0	0	1	0	;
	242	533	1	0.257142857	0.257142857	3.58E-20	4.924	0	0	1	0	;
	243	232	1	0.428571429	0.428571429	1.48E-19	4.924	0	0	1	0	;
	243	244	1	0.4	0.4	4.25E-17	4.446	0	0	1	0	;
	244	243	1	0.4	0.4	4.25E-17	4.446	0	0	1	0	;
	244	245	1	0.48	0.48	4.25E-17	4.446	0	0	1	0	;
	244	246	1	1.133333333	1.133333333	4.25E-17	4.446	0	0	1	0	;
	244	14	1	0.583333333	0.583333333	0.00E+00	0	0	0	9	0	;
	245	244	1	0.48	0.48	4.25E-17	4.446	0	0	1	0	;
	246	244	1	1.133333333	1.133333333	4.25E-17	4.446	0	0	1	0	;
	247	81	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	247	82	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	247	83	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	247	248	1	2.23880597	2.23880597	1.97E-15	4.141	0	0	1	0	;
	248	247	1	2.23880597	2.23880597	1.97E-15	4.141	0	0	1	0	;
	248	249	1	0.447761194	0.447761194	1.97E-15	4.141	0	0	1	0	;
	248	1009	1	2.417910448	2.417910448	1.97E-15	4.141	0	0	1	0	;
	249	248	1	0.447761194	0.447761194	1.97E-15	4.141	0	0	1	0	;
	249	831	1	2.865671642	2.865671642	1.97E-15	4.141	0	0	1	0	;
	250	255	1	0.72	0.72	1.09E-18	4.924	0	0	1	0	;
	250	853	1	0.771428571	0.771428571	3.30E-17	4.924	0	0	1	0	;
	250	1009	1	4.47761194	4.47761194	1.97E-15	4.141	0	0	1	0	;
	251	268	1	0.4	0.4	3.74E-16	4.603	0	0	1	0	;
	251	891	1	0.12	0.12	3.74E-16	4.603	0	0	1	0	;
	251	55	1	0.633333333	0.633333333	0.00E+00	0	0	0	9	0	;
	252	257	1	0.942857143	0.942857143	3.30E-17	4.924	0	0	1	0	;
	252	263	1	1.028571429	1.028571429	1.09E-18	4.924	0	0	1	0	;
	252	268	1	1.6	1.6	3.74E-16	4.603	0	0	1	0	;
	253	255	1	0.548571429	0.548571429	1.09E-18	4.924	0	0	1	0	;
	253	262	1	1.114285714	1.114285714	1.09E-18	4.924	0	0	1	0	;
	253	266	1	1.2	1.2	4.63E-14	4.118	0	0	1	0	;
	254	256	1	1.2	1.2	6.08E-16	4.603	0	0	1	0	;
	254	267	1	2	2	6.08E-16	4.603	0	0	1	0	;
	254	887	1	1.8	1.8	3.74E-16	4.603	0	0	1	0	;
	254	39	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	255	250	1	0.72	0.72	1.09E-18	4.924	0	0	1	0	;
	255	253	1	0.548571429	0.548571429	1.09E-18	4.924	0	0	1	0	;
	255	881	1	3.085714286	3.085714286	3.30E-17	4.924	0	0	1	0	;
	255	33	1	1.083333333	1.083333333	0.00E+00	0	0	0	9	0	;
	255	38	1	0.783333333	0.783333333	0.00E+00	0	0	0	9	0	;
	256	254	1	1.2	1.2	6.08E-16	4.603	0	0	1	0	;
	256	264	1	1.2	1.2	1.05E-15	4.603	0	0	1	0	;
	256	266	1	2.4	2.4	4.63E-14	4.118	0	0	1	0	;
	257	252	1	0.942857143	0.942857143	3.30E-17	4.924	0	0	1	0	;
	257	269	1	0.8	0.8	6.08E-16	4.603	0	0	1	0	;
	257	979	1	0.685714286	0.685714286	3.30E-17	4.924	0	0	1	0	;
	258	259	1	0.3	0.3	2.85E-14	4.118	0	0	1	0	;
	258	887	1	0.9	0.9	2.85E-14	4.118	0	0	1	0	;
	259	258	1	0.3	0.3	2.85E-14	4.118	0	0	1	0	;
	259	260	1	1.4	1.4	6.08E-16	4.603	0	0	1	0	;
	259	265	1	0.6	0.6	7.01E-18	4.446	0	0	1	0	;
	259	1019	1	0.8	0.8	1.11E-18	4.734	0	0	1	0	;
	260	259	1	1.4	1.4	6.08E-16	4.603	0	0	1	0	;
	260	646	1	3	3	2.85E-14	4.118	0	0	1	0	;
	260	898	1	0.9	0.9	3.74E-16	4.603	0	0	1	0	;
	261	887	1	2.1	2.1	2.85E-14	4.118	0	0	1	0	;
	261	48	1	0.75	0.75	0.00E+00	0	0	0	9	0	;
	262	253	1	1.114285714	1.114285714	1.09E-18	4.924	0	0	1	0	;
	262	263	1	1.628571429	1.628571429	1.09E-18	4.924	0	0	1	0	;
	262	38	1	0.783333333	0.783333333	0.00E+00	0	0	0	9	0	;
	262	46	1	1.083333333	1.083333333	0.00E+00	0	0	0	9	0	;
	263	94	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	263	101	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	263	252	1	1.028571429	1.028571429	1.09E-18	4.924	0	0	1	0	;
	263	262	1	1.628571429	1.628571429	1.09E-18	4.924	0	0	1	0	;
	263	46	1	1.083333333	1.083333333	0.00E+00	0	0	0	9	0	;
	263	979	1	1.208955224	1.208955224	6.32E-18	4.141	0	0	1	0	;
	264	256	1	1.2	1.2	1.05E-15	4.603	0	0	1	100.0250228	;
	264	265	1	0.4	0.4	7.01E-18	4.446	0	0	1	0	;
	264	891	1	1	1	1.05E-15	4.603	0	0	1	0	;
	264	47	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	265	258	1	1.65	1.65	2.85E-14	4.118	0	0	1	0	;
	265	259	1	0.6	0.6	7.01E-18	4.446	0	0	1	0	;
	265	264	1	0.4	0.4	7.01E-18	4.446	0	0	1	0	;
	266	255	1	1.35	1.35	4.63E-14	4.118	0	0	1	0	;
	266	256	1	2.4	2.4	4.63E-14	4.118	0	0	1	0	;
	267	254	1	2	2	6.08E-16	4.603	0	0	1	0	;
	267	871	1	0.5	0.5	6.08E-16	4.603	0	0	1	0	;
	267	879	1	2	2	6.08E-16	4.603	0	0	1	0	;
	267	38	1	0.783333333	0.783333333	0.00E+00	0	0	0	9	0	;
	268	251	1	0.4	0.4	3.74E-16	4.603	0	0	1	0	;
	268	252	1	1.6	1.6	3.74E-16	4.603	0	0	1	0	;
	268	269	1	1.2	1.2	1.93E-15	4.603	0	0	1	0	;
	269	257	1	0.8	0.8	6.08E-16	4.603	0	0	1	0	;
	269	268	1	1.2	1.2	1.93E-15	4.603	0	0	1	0	;
	269	889	1	1.8	1.8	3.74E-16	4.603	0	0	1	0	;
	270	271	1	0.291428571	0.291428571	2.48E-19	4.924	0	0	1	0	;
	270	288	1	0.6	0.6	2.45E-17	4.118	0	0	1	0	;
	270	299	1	0.685714286	0.685714286	1.09E-18	4.924	0	0	1	0	;
	271	290	1	0.48	0.48	2.49E-65	16.83	0	0	1	0	;
	271	327	1	0.857142857	0.857142857	2.48E-19	4.924	0	0	1	0	;
	272	202	1	0.24	0.24	1.95E-18	4.446	0	0	1	0	;
	272	8	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	272	281	1	0.28	0.28	7.01E-18	4.446	0	0	1	0	;
	272	285	1	0.266666667	0.266666667	7.01E-18	4.446	0	0	1	0	;
	273	208	1	0.226666667	0.226666667	1.95E-18	4.446	0	0	1	0	;
	273	277	1	0.4	0.4	7.01E-18	4.446	0	0	1	0	;
	273	278	1	1.251428571	1.251428571	1.09E-18	4.924	0	0	1	0	;
	274	7	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	274	280	1	0.2	0.2	7.01E-18	4.446	0	0	1	0	;
	274	282	1	0.266666667	0.266666667	7.01E-18	4.446	0	0	1	0	;
	274	360	1	0.24	0.24	2.49E-65	16.83	0	0	1	0	;
	274	433	1	0.257142857	0.257142857	1.48E-19	4.924	0	0	1	0	;
	275	284	1	0.514285714	0.514285714	3.26E-18	4.924	0	0	1	0	;
	275	295	1	1	1	3.74E-16	4.603	0	0	1	0	;
	276	290	1	0.24	0.24	2.49E-65	16.83	0	0	1	0	;
	276	314	1	0.36	0.36	2.49E-65	16.83	0	0	1	0	;
	277	273	1	0.4	0.4	7.01E-18	4.446	0	0	1	0	;
	277	285	1	0.4	0.4	7.01E-18	4.446	0	0	1	0	;
	277	9	1	0.5	0.5	0.00E+00	0	0	0	9	0	;
	278	273	1	1.251428571	1.251428571	1.09E-18	4.924	0	0	1	0	;
	278	292	1	0.666666667	0.666666667	4.25E-17	4.446	0	0	1	0	;
	278	310	1	1.533333333	1.533333333	7.59E-18	4.734	0	0	1	0	;
	279	282	1	0.346666667	0.346666667	7.01E-18	4.446	0	0	1	0	;
	279	288	1	0.266666667	0.266666667	7.01E-18	4.446	0	0	1	0	;
	279	428	1	0.377142857	0.377142857	1.09E-18	4.924	0	0	1	0	;
	280	274	1	0.2	0.2	7.01E-18	4.446	0	0	1	0	;
	280	283	1	0.266666667	0.266666667	7.01E-18	4.446	0	0	1	0	;
	281	202	1	0.308571429	0.308571429	1.09E-18	4.924	0	0	1	0	;
	281	7	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	281	272	1	0.28	0.28	7.01E-18	4.446	0	0	1	0	;
	281	284	1	0.28	0.28	7.01E-18	4.446	0	0	1	0	;
	282	274	1	0.266666667	0.266666667	7.01E-18	4.446	0	0	1	0	;
	282	279	1	0.346666667	0.346666667	7.01E-18	4.446	0	0	1	0	;
	282	298	1	0.257142857	0.257142857	3.58E-20	4.924	0	0	1	0	;
	282	360	1	0.2	0.2	4.25E-17	4.446	0	0	1	0	;
	283	7	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	283	280	1	0.266666667	0.266666667	7.01E-18	4.446	0	0	1	0	;
	283	284	1	0.266666667	0.266666667	7.01E-18	4.446	0	0	1	0	;
	283	437	1	0.2	0.2	1.95E-18	4.446	0	0	1	0	;
	284	281	1	0.28	0.28	7.01E-18	4.446	0	0	1	0	;
	284	283	1	0.266666667	0.266666667	7.01E-18	4.446	0	0	1	0	;
	285	272	1	0.266666667	0.266666667	7.01E-18	4.446	0	0	1	0	;
	285	277	1	0.4	0.4	7.01E-18	4.446	0	0	1	0	;
	286	270	1	0.3	0.3	2.45E-17	4.118	0	0	1	149.9531588	;
	286	326	1	0.857142857	0.857142857	1.83E-18	4.924	0	0	1	0	;
	286	30	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	287	286	1	0.45	0.45	2.45E-17	4.118	0	0	1	0	;
	287	354	1	0.36	0.36	4.30E-71	16.83	0	0	1	0	;
	287	32	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	288	279	1	0.266666667	0.266666667	7.01E-18	4.446	0	0	1	0	;
	288	287	1	0.45	0.45	2.45E-17	4.118	0	0	1	0	;
	289	270	1	0.12	0.12	2.29E-62	16.83	0	0	1	0	;
	289	354	1	0.48	0.48	2.49E-65	16.83	0	0	1	0	;
	290	1	1	1.083333333	1.083333333	0.00E+00	0	0	0	9	0	;
	290	276	1	0.24	0.24	2.49E-65	16.83	0	0	1	0	;
	290	289	1	0.48	0.48	2.49E-65	16.83	0	0	1	0	;
	291	292	1	0.857142857	0.857142857	1.09E-18	4.924	0	0	1	0	;
	291	296	1	1.885714286	1.885714286	1.09E-18	4.924	0	0	1	0	;
	292	291	1	0.857142857	0.857142857	1.09E-18	4.924	0	0	1	0	;
	292	293	1	0.266666667	0.266666667	9.27E-16	4.446	0	0	1	0	;
	292	294	1	0.342857143	0.342857143	3.26E-18	4.924	0	0	1	0	;
	293	275	1	0.8	0.8	1.54E-17	4.603	0	0	1	0	;
	293	292	1	0.266666667	0.266666667	9.27E-16	4.446	0	0	1	0	;
	293	294	1	0.171428571	0.171428571	1.09E-18	4.924	0	0	1	0	;
	294	283	1	1.028571429	1.028571429	3.26E-18	4.924	0	0	1	0	;
	294	285	1	0.6	0.6	1.09E-18	4.924	0	0	1	0	;
	295	275	1	1	1	3.74E-16	4.603	0	0	1	0	;
	295	296	1	1.2	1.2	3.74E-16	4.603	0	0	1	0	;
	295	297	1	0.857142857	0.857142857	1.09E-18	4.924	0	0	1	0	;
	296	291	1	1.885714286	1.885714286	1.09E-18	4.924	0	0	1	0	;
	296	295	1	1.2	1.2	3.74E-16	4.603	0	0	1	0	;
	296	300	1	2.571428571	2.571428571	1.09E-18	4.924	0	0	1	0	;
	297	295	1	0.857142857	0.857142857	1.09E-18	4.924	0	0	1	0	;
	297	298	1	0.257142857	0.257142857	1.09E-18	4.924	0	0	1	0	;
	297	299	1	0.533333333	0.533333333	4.25E-17	4.446	0	0	1	0	;
	298	5	1	0.5	0.5	0.00E+00	0	0	0	9	0	;
	298	274	1	0.342857143	0.342857143	3.58E-20	4.924	0	0	1	0	;
	298	297	1	0.257142857	0.257142857	1.09E-18	4.924	0	0	1	0	;
	299	5	1	0.5	0.5	0.00E+00	0	0	0	9	0	;
	299	288	1	0.685714286	0.685714286	1.09E-18	4.924	0	0	1	0	;
	299	297	1	0.533333333	0.533333333	4.25E-17	4.446	0	0	1	0	;
	299	300	1	1	1	4.25E-17	4.446	0	0	1	0	;
	300	296	1	2.571428571	2.571428571	1.09E-18	4.924	0	0	1	0	;
	300	299	1	1	1	4.25E-17	4.446	0	0	1	0	;
	300	316	1	2.8	2.8	3.74E-16	4.603	0	0	1	0	;
	301	3	1	1.083333333	1.083333333	0.00E+00	0	0	0	9	0	;
	301	4	1	1.083333333	1.083333333	0.00E+00	0	0	0	9	0	;
	301	302	1	1.26	1.26	2.29E-62	16.83	0	0	1	0	;
	301	306	1	1.272	1.272	2.29E-62	16.83	0	0	1	0	;
	302	2	1	1.666666667	1.666666667	0.00E+00	0	0	0	9	0	;
	302	301	1	1.26	1.26	2.29E-62	16.83	0	0	1	0	;
	302	303	1	3.48	3.48	2.29E-62	16.83	0	0	1	0	;
	302	304	1	3.24	3.24	2.29E-62	16.83	0	0	1	0	;
	303	302	1	3.48	3.48	2.29E-62	16.83	0	0	1	0	;
	303	304	1	1.2	1.2	2.29E-62	16.83	0	0	1	0	;
	304	2	1	1.666666667	1.666666667	0.00E+00	0	0	0	9	0	;
	304	76	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	304	79	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	304	80	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	304	85	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	304	90	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	304	302	1	3.24	3.24	2.29E-62	16.83	0	0	1	0	;
	304	303	1	1.2	1.2	2.29E-62	16.83	0	0	1	0	;
	304	1020	1	2	2	2.85E-19	4.734	0	0	1	0	;
	305	312	1	0.181818182	0.181818182	4.05E-20	4.627	0	0	1	0	;
	305	313	1	0.266666667	0.266666667	4.25E-17	4.446	0	0	1	0	;
	305	321	1	0.363636364	0.363636364	4.05E-20	4.627	0	0	1	0	;
	306	3	1	1.083333333	1.083333333	0.00E+00	0	0	0	9	0	;
	306	4	1	1.083333333	1.083333333	0.00E+00	0	0	0	9	0	;
	306	301	1	1.272	1.272	2.29E-62	16.83	0	0	1	0	;
	306	308	1	1.08	1.08	4.25E-17	4.446	0	0	1	0	;
	306	310	1	0.733333333	0.733333333	2.85E-19	4.734	0	0	1	0	;
	306	1020	1	1	1	2.85E-19	4.734	0	0	1	0	;
	307	1	1	1.083333333	1.083333333	0.00E+00	0	0	0	9	0	;
	307	308	1	0.24	0.24	4.25E-17	4.446	0	0	1	0	;
	307	311	1	0.133333333	0.133333333	9.27E-16	4.446	0	0	1	0	;
	307	312	1	0.533333333	0.533333333	4.25E-17	4.446	0	0	1	0	;
	308	306	1	1.08	1.08	4.25E-17	4.446	0	0	1	0	;
	308	307	1	0.24	0.24	4.25E-17	4.446	0	0	1	0	;
	308	309	1	0.514285714	0.514285714	3.30E-17	4.924	0	0	1	0	;
	309	308	1	0.514285714	0.514285714	3.30E-17	4.924	0	0	1	0	;
	309	310	1	2.005714286	2.005714286	3.30E-17	4.924	0	0	1	0	;
	309	311	1	1.542857143	1.542857143	3.30E-17	4.924	0	0	1	0	;
	310	5	1	1.083333333	1.083333333	0.00E+00	0	0	0	9	0	;
	310	278	1	2.059701493	2.059701493	5.98E-16	4.141	0	0	1	0	;
	310	306	1	0.733333333	0.733333333	2.85E-19	4.734	0	0	1	0	;
	310	309	1	2.005714286	2.005714286	3.30E-17	4.924	0	0	1	0	;
	311	307	1	0.133333333	0.133333333	9.27E-16	4.446	0	0	1	0	;
	311	309	1	1.542857143	1.542857143	3.30E-17	4.924	0	0	1	0	;
	311	316	1	0.428571429	0.428571429	3.30E-17	4.924	0	0	1	0	;
	312	305	1	0.181818182	0.181818182	4.05E-20	4.627	0	0	1	0	;
	312	307	1	0.533333333	0.533333333	4.25E-17	4.446	0	0	1	0	;
	312	315	1	0.266666667	0.266666667	4.25E-17	4.446	0	0	1	0	;
	313	74	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	313	79	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	313	80	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	313	84	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	313	85	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	313	86	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	313	88	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	313	89	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	313	90	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	313	105	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	313	107	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	313	305	1	0.266666667	0.266666667	4.25E-17	4.446	0	0	1	0	;
	313	312	1	0.266666667	0.266666667	4.25E-17	4.446	0	0	1	0	;
	313	315	1	0.24	0.24	2.49E-65	16.83	0	0	1	0	;
	314	276	1	0.36	0.36	2.49E-65	16.83	0	0	1	0	;
	314	315	1	0.54	0.54	2.49E-65	16.83	0	0	1	0	;
	314	316	1	1.028571429	1.028571429	3.30E-17	4.924	0	0	1	0	;
	315	305	1	0.2	0.2	4.25E-17	4.446	0	0	1	0	;
	315	312	1	0.266666667	0.266666667	4.25E-17	4.446	0	0	1	0	;
	315	313	1	0.24	0.24	2.49E-65	16.83	0	0	1	0	;
	315	314	1	0.54	0.54	2.49E-65	16.83	0	0	1	0	;
	316	1	1	1.083333333	1.083333333	0.00E+00	0	0	0	9	0	;
	316	300	1	2.8	2.8	3.74E-16	4.603	0	0	1	0	;
	316	311	1	0.428571429	0.428571429	3.30E-17	4.924	0	0	1	0	;
	316	314	1	1.028571429	1.028571429	3.30E-17	4.924	0	0	1	0	;
	317	319	1	0.3	0.3	1.77E-20	4.734	0	0	1	0	;
	317	333	1	0.2	0.2	7.01E-18	4.446	0	0	1	0	;
	317	841	1	0.226666667	0.226666667	1.77E-20	4.734	0	0	1	0	;
	317	27	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	318	332	1	0.266666667	0.266666667	3.22E-19	4.446	0	0	1	0	;
	318	334	1	1.028571429	1.028571429	1.09E-18	4.924	0	0	1	0	;
	319	317	1	0.3	0.3	1.77E-20	4.734	0	0	1	0	;
	319	321	1	0.545454545	0.545454545	4.05E-20	4.627	0	0	1	0	;
	319	334	1	0.171428571	0.171428571	1.09E-18	4.924	0	0	1	0	;
	320	329	1	0.346666667	0.346666667	7.23E-19	4.446	0	0	1	0	;
	320	340	1	0.52	0.52	7.01E-18	4.446	0	0	1	0	;
	321	74	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	321	90	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	321	305	1	0.363636364	0.363636364	4.05E-20	4.627	0	0	1	0	;
	321	319	1	0.545454545	0.545454545	4.05E-20	4.627	0	0	1	0	;
	321	335	1	0.3	0.3	1.85E-14	4.118	0	0	1	0	;
	322	74	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	322	76	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	322	77	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	322	81	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	322	82	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	322	83	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	322	85	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	322	86	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	322	87	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	322	88	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	322	90	1	0.833333333	0.833333333	0.00E+00	0	0	0	9	0	;
	322	318	1	0.154285714	0.154285714	3.58E-20	4.924	0	0	1	0	;
	322	335	1	2.057142857	2.057142857	3.30E-17	4.924	0	0	1	0	;
	322	844	1	0.5	0.5	1.54E-17	4.603	0	0	1	41.48793988	;
	322	26	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	323	320	1	0.733333333	0.733333333	7.23E-19	4.446	0	0	1	0	;
	323	324	1	0.133333333	0.133333333	4.25E-17	4.446	0	0	1	0	;
	323	833	1	0.84	0.84	2.50E-17	4.603	0	0	1	0	;
	324	323	1	0.133333333	0.133333333	7.01E-18	4.446	0	0	1	0	;
	324	333	1	0.266666667	0.266666667	7.01E-18	4.446	0	0	1	0	;
	325	323	1	1.38	1.38	4.30E-17	4.603	0	0	1	0	;
	325	326	1	0.908571429	0.908571429	1.09E-18	4.924	0	0	1	0	;
	325	334	1	1.028571429	1.028571429	1.09E-18	4.924	0	0	1	0	;
	325	29	1	0.75	0.75	0.00E+00	0	0	0	9	0	;
	325	340	1	1.2	1.2	7.01E-18	4.446	0	0	1	0	;
	326	286	1	0.857142857	0.857142857	1.83E-18	4.924	0	0	1	0	;
	326	325	1	0.908571429	0.908571429	1.09E-18	4.924	0	0	1	0	;
	326	327	1	0.514285714	0.514285714	1.48E-19	4.924	0	0	1	0	;
	327	276	1	0.413333333	0.413333333	7.01E-18	4.446	0	0	1	0	;
	327	290	1	0.333333333	0.333333333	4.25E-17	4.446	0	0	1	0	;
	327	331	1	0.942857143	0.942857143	3.30E-17	4.924	0	0	1	0	;
	328	320	1	0.36	0.36	4.25E-17	4.446	0	0	1	0	;
	328	330	1	0.514285714	0.514285714	1.09E-18	4.924	0	0	1	0	;
	328	28	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	328	1014	1	0.737142857	0.737142857	3.30E-17	4.924	0	0	1	0	;
	329	328	1	0.72	0.72	1.09E-18	4.924	0	0	1	0	;
	329	339	1	0.2	0.2	7.23E-19	4.446	0	0	1	0	;
	330	323	1	0.9	0.9	2.50E-17	4.603	0	0	1	0	;
	330	833	1	0.257142857	0.257142857	1.09E-18	4.924	0	0	1	0	;
	331	327	1	0.942857143	0.942857143	3.30E-17	4.924	0	0	1	0	;
	331	335	1	0.685714286	0.685714286	3.30E-17	4.924	0	0	1	0	;
	331	29	1	0.75	0.75	0.00E+00	0	0	0	9	0	;
	332	333	1	0.8	0.8	7.01E-18	4.446	0	0	1	0	;
	332	851	1	0.514285714	0.514285714	1.48E-19	4.924	0	0	1	0	;
	333	317	1	0.2	0.2	7.01E-18	4.446	0	0	1	0	;
	333	324	1	0.266666667	0.266666667	7.01E-18	4.446	0	0	1	0	;
	333	332	1	0.8	0.8	7.01E-18	4.446	0	0	1	0	;
	333	27	1	0.666666667	0.666666667	0.00E+00	0	0	0	9	0	;
	334	319	1	0.171428571	0.171428571	1.09E-18	4.924	0	0	1	0	;
	334	325	1	1.028571429	1.028571429	1.09E-18	4.924	0	0	1	0	;
	334	332	1	0.685714286	0.685714286	1.09E-18	4.924	0	0	1	0	;
	335	321	1	0.3	0.3	1.85E-14	4.118	0	0	1	0	;
	335	322	1	2.057142857	2.057142857	3.30E-17	4.924	0	0	1	0	;
	335	331	1	0.685714286	0.685714286	3.30E-17	4.924	0	0	1	0	;
	336	758	1	0.64	0.64	1.95E-18	4.446	0	0	1	0	;
	336	834	1	0.6	0.6	3.58E-20	4.924	0	0	1	0	;
	336	1016	1	0.266666667	0.266666667	1.95E-18	4.446	0	0	1	0	;
	336	1017	1	0.24	0.24	6.34E-19	4.603	0	0	1	0	;
	337	336	1	0.346666667	0.346666667	1.95E-18	4.446	0	0	1	0	;
	337	1015	1	0.565714286	0.565714286	1.09E-18	4.924	0	0	1	0	;
	338	337	1	0.173333333	0.173333333	1.95E-18	4.446	0	0	1	0	;
	338	364	1	0.188571429	0.188571429	3.58E-20	4.924	0	0	1	0	;
	338	448	1	0.6	0.6	3.58E-20	4.924	0	0	1	0	;
	339	329	1	0.2	0.2	9.27E-16	4.446	0	0	1	0	;
	339	350	1	0.36	0.36	3.58E-20	4.924	0	0	1	0	;
	339	367	1	0.36	0.36	7.01E-18	4.446	0	0	1	0	;
