<NUMBER OF ZONES> 36												
<NUMBER OF NODES> 398												
<FIRST THRU NODE> 37												
<NUMBER OF LINKS> 871												
<ORIGINAL HEADER>~ 	Init node 	Term node 	Capacity 	Length 	Free Flow Time 	B 	Power 	Speed limit 	Toll 			
 	210	28	999999	0	0	0	4	0	0	0	0.478245609	; 
 	210	203	900	180	9	1	4	0	0	0	0	; 
 	210	214	600	156	4	1	4	0	0	0	0	; 
 	210	215	900	77	2	1	4	0	0	0	0	; 
 	211	205	600	30	0.666667	1	4	0	0	0	0	; 
 	212	208	2800	33	0.666667	1	4	0	0	0	0	; 
 	212	216	2800	84	2.333333	1	4	0	0	0	0	; 
 	213	28	999999	0	0	0	4	0	0	0	0	; 
 	213	210	900	200	7.333333	1	4	0	0	0	0	; 
 	214	28	999999	0	0	0	4	0	0	0	0	; 
 	215	28	999999	0	0	0	4	0	0	0	0	; 
 	215	122	900	318	8	1	4	0	0	0	0	; 
 	216	62	2800	545	13.333333	1	4	0	0	0	0	; 
 	217	20	999999	0	0	0	4	0	0	0	0	; 
 	217	218	900	119	4.333333	1	4	0	0	0	0	; 
 	218	217	900	119	5.666667	1	4	0	0	0	0	; 
 	218	219	900	42	1	1	4	0	0	0	0	; 
 	219	220	900	90	2.333333	1	4	0	0	0	0	; 
 	220	20	999999	0	0	0	4	0	0	0	0	; 
 	220	219	900	90	2.333333	1	4	0	0	0	0	; 
 	220	221	900	53	1.333333	1	4	0	0	0	0	; 
 	221	20	999999	0	0	0	4	0	0	0	0	; 
 	221	217	900	113	11	1	4	0	0	0	0	; 
 	221	220	900	53	1.333333	1	4	0	0	0	0	; 
 	221	290	900	300	21.333333	1	4	0	0	0	0	; 
 	222	23	999999	0	0	0	4	0	0	0	0	; 
 	222	224	2400	125	4.333333	1	4	0	0	0	0	; 
 	222	239	600	20	0.333333	1	4	0	0	0	0	; 
 	223	6	999999	0	0	0	4	0	0	0	0	; 
 	223	202	2400	358	15.666667	1	4	0	0	0	0	; 
 	223	237	2400	390	11	1	4	0	0	0	0	; 
 	223	295	2400	25	1.666667	1	4	0	0	0	0	; 
 	224	23	999999	0	0	0	4	0	0	0	2.35166364	; 
 	224	198	2400	175	13	1	4	0	0	0	0	; 
 	225	56	2800	254	7.333333	1	4	0	0	0	0	; 
 	226	4	999999	0	0	0	4	0	0	0	0	; 
 	226	23	999999	0	0	0	4	0	0	0	0	; 
 	226	228	900	339	21.333333	1	4	0	0	0	0	; 
 	226	232	900	154	9	1	4	0	0	0	0	; 
 	227	77	2800	200	9	1	4	0	0	0	0	; 
 	228	22	999999	0	0	0	4	0	0	0	0	; 
 	228	231	900	233	7.666667	1	4	0	0	0	0	; 
 	228	286	2800	81	14.666667	1	4	0	0	0	0	; 
 	229	82	900	43	1.333333	1	4	0	0	0	0.376714753	; 
 	229	242	900	203	10	1	4	0	0	0	0	; 
 	230	226	900	222	11.333333	1	4	0	0	0	0	; 
 	230	296	900	252	16	1	4	0	0	0	0	; 
 	231	4	999999	0	0	0	4	0	0	0	0	; 
 	231	23	999999	0	0	0	4	0	0	0	0	; 
 	231	226	900	106	9.666667	1	4	0	0	0	0	; 
 	232	4	999999	0	0	0	4	0	0	0	0	; 
 	232	226	900	154	16.333333	1	4	0	0	0	0	; 
 	232	230	900	225	14.666667	1	4	0	0	0	0	; 
 	232	263	900	118	9.666667	1	4	0	0	0	0	; 
 	233	235	2400	84	2	1	4	0	0	0	0	; 
 	234	141	900	73	6	1	4	0	0	0	0	; 
 	234	263	2800	41	4.666667	1	4	0	0	0	0	; 
 	235	236	2400	61	1.333333	1	4	0	0	0	0	; 
 	236	239	2400	132	4.333333	1	4	0	0	0	0	; 
 	237	298	2400	45	1.666667	1	4	0	0	0	0	; 
 	238	20	999999	0	0	0	4	0	0	0	0	; 
 	239	222	600	20	0.333333	1	4	0	0	0	0	; 
 	239	238	600	102	3.666667	1	4	0	0	0	0	; 
 	239	288	2800	284	23	1	4	0	0	0	0	; 
 	240	32	999999	0	0	0	4	0	0	0	0	; 
 	240	36	999999	0	0	0	4	0	0	0	0	; 
 	240	355	900	113	3.333333	1	4	0	0	0	0	; 
 	241	16	999999	0	0	0	4	0	0	0	0	; 
 	241	18	999999	0	0	0	4	0	0	0	0	; 
 	241	75	900	73	1.666667	1	4	0	0	0	0	; 
 	242	229	900	203	5.666667	1	4	0	0	0	0	; 
 	242	240	900	173	9	1	4	0	0	0	0	; 
 	242	247	2400	320	11.333333	1	4	0	0	0	2.231079799	; 
 	242	270	2400	255	8.666667	1	4	0	0	0	0	; 
 	243	72	900	58	2	1	4	0	0	0	0	; 
 	243	80	900	66	4.333333	1	4	0	0	0	0	; 
 	243	245	900	105	3.333333	1	4	0	0	0	0	; 
 	244	32	999999	0	0	0	4	0	0	0	0	; 
 	244	354	900	113	3	1	4	0	0	0	0	; 
 	244	376	900	293	9.333333	1	4	0	0	0	0	; 
 	245	70	900	77	2.666667	1	4	0	0	0	0	; 
 	245	243	900	105	2.666667	1	4	0	0	0	0	; 
 	246	16	999999	0	0	0	4	0	0	0	0	; 
 	246	241	900	32	0.666667	1	4	0	0	0	0	; 
 	247	36	999999	0	0	0	4	0	0	0	0	; 
 	247	242	2400	320	30.666667	1	4	0	0	0	0	; 
 	247	267	2400	459	20.333333	1	4	0	0	0	0	; 
 	247	269	600	186	4.666667	1	4	0	0	0	0	; 
 	248	257	2400	187	4	1	4	0	0	0	0	; 
 	249	102	900	224	10.333333	1	4	0	0	0	0	; 
 	250	397	900	57	2.333333	1	4	0	0	0	0	; 
 	251	17	999999	0	0	0	4	0	0	0	0	; 
 	251	80	900	172	13.333333	1	4	0	0	0	0	; 
 	252	248	2400	208	4.333333	1	4	0	0	0	0	; 
 	253	2	999999	0	0	0	4	0	0	0	0	; 
 	253	81	900	409	28.333333	1	4	0	0	0	0	; 
 	253	258	600	174	6	1	4	0	0	0	0	; 
 	253	272	900	66	2.666667	1	4	0	0	0	0	; 
 	253	353	900	384	21	1	4	0	0	0	0	; 
 	254	5	999999	0	0	0	4	0	0	0	1.329587146	; 
 	254	253	900	165	8.666667	1	4	0	0	0	0	; 
 	255	2	999999	0	0	0	4	0	0	0	0	; 
 	255	5	999999	0	0	0	4	0	0	0	0	; 
 	255	253	900	221	13.333333	1	4	0	0	0	0	; 
 	256	2	999999	0	0	0	4	0	0	0	0	; 
 	256	272	900	93	8.333333	1	4	0	0	0	0	; 
 	256	397	900	102	3.666667	1	4	0	0	0	0	; 
 	257	81	2400	324	6.666667	1	4	0	0	0	0	; 
 	258	3	999999	0	0	0	4	0	0	0	0	; 
 	258	253	600	174	12	1	4	0	0	0	0	; 
 	258	259	600	109	4	1	4	0	0	0	0	; 
 	259	3	999999	0	0	0	4	0	0	0	0	; 
 	259	260	600	60	2.666667	1	4	0	0	0	0	; 
 	260	3	999999	0	0	0	4	0	0	0	0	; 
 	260	262	600	70	3	1	4	0	0	0	0.234874784	; 
 	261	3	999999	0	0	0	4	0	0	0	0	; 
 	261	258	600	241	9.666667	1	4	0	0	0	0	; 
 	261	262	600	32	0.666667	1	4	0	0	0	2.448840956	; 
 	262	145	600	261	6.666667	1	4	0	0	0	0	; 
 	262	261	600	32	0.666667	1	4	0	0	0	0	; 
 	263	4	999999	0	0	0	4	0	0	0	0	; 
 	263	232	900	118	7.666667	1	4	0	0	0	0	; 
 	263	265	600	46	3.666667	1	4	0	0	0	0	; 
 	264	6	999999	0	0	0	4	0	0	0	0	; 
 	264	295	900	178	12.666667	1	4	0	0	0	0	; 
 	265	261	600	210	10.666667	1	4	0	0	0	0	; 
 	266	31	999999	0	0	0	4	0	0	0	0	; 
 	266	269	600	123	3	1	4	0	0	0	0	; 
 	267	31	999999	0	0	0	4	0	0	0	0	; 
 	267	33	999999	0	0	0	4	0	0	0	0	; 
 	267	40	2400	167	5.333333	1	4	0	0	0	0	; 
 	268	31	999999	0	0	0	4	0	0	0	0	; 
 	268	33	999999	0	0	0	4	0	0	0	0	; 
 	268	36	999999	0	0	0	4	0	0	0	0	; 
 	268	247	2400	202	7.333333	1	4	0	0	0	0	; 
 	269	31	999999	0	0	0	4	0	0	0	0	; 
 	269	247	600	186	4.666667	1	4	0	0	0	0	; 
 	270	17	999999	0	0	0	4	0	0	0	0	; 
 	270	32	999999	0	0	0	4	0	0	0	0	; 
 	270	79	2400	208	24	1	4	0	0	0	1.785777969	; 
 	271	277	2800	205	5.666667	1	4	0	0	0	0	; 
 	271	282	600	16	0.333333	1	4	0	0	0	0	; 
 	272	2	999999	0	0	0	4	0	0	0	0	; 
 	272	253	900	66	6	1	4	0	0	0	0	; 
 	272	256	900	93	4.333333	1	4	0	0	0	0	; 
 	273	17	999999	0	0	0	4	0	0	0	0	; 
 	273	242	2400	178	21	1	4	0	0	0	0	; 
 	274	140	600	18	0.666667	1	4	0	0	0	0	; 
 	274	227	2800	82	3	1	4	0	0	0	0	; 
 	275	11	999999	0	0	0	4	0	0	0	0	; 
 	275	65	2800	183	19	1	4	0	0	0	0	; 
 	276	27	999999	0	0	0	4	0	0	0	0	; 
 	276	280	600	25	2.333333	1	4	0	0	0	0	; 
 	277	63	2800	211	10	1	4	0	0	0	0	; 
 	278	109	2400	113	3.333333	1	4	0	0	0	0	; 
 	279	11	999999	0	0	0	4	0	0	0	0	; 
 	279	275	900	162	4.333333	1	4	0	0	0	0	; 
 	279	276	600	294	7	1	4	0	0	0	0	; 
 	280	27	999999	0	0	0	4	0	0	0	0	; 
 	280	78	600	85	2.333333	1	4	0	0	0	0	; 
 	280	283	600	205	5.333333	1	4	0	0	0	0	; 
 	281	284	2400	141	7.666667	1	4	0	0	0	0	; 
 	282	271	600	16	0.333333	1	4	0	0	0	0	; 
 	282	274	2800	240	14.333333	1	4	0	0	0	0	; 
 	283	11	999999	0	0	0	4	0	0	0	0	; 
 	283	279	900	114	2.666667	1	4	0	0	0	0	; 
 	284	223	2400	328	18	1	4	0	0	0	0	; 
 	285	22	999999	0	0	0	4	0	0	0	0	; 
 	285	286	2800	40	7	1	4	0	0	0	0	; 
 	285	287	2800	218	9	1	4	0	0	0	0	; 
 	286	22	999999	0	0	0	4	0	0	0	0	; 
 	286	222	2800	276	8.666667	1	4	0	0	0	0	; 
 	286	228	900	81	2.666667	1	4	0	0	0	0	; 
 	286	288	2800	12	0.666667	1	4	0	0	0	0	; 
 	287	19	999999	0	0	0	4	0	0	0	0	; 
 	287	22	999999	0	0	0	4	0	0	0	0	; 
 	287	285	2800	218	12.333333	1	4	0	0	0	0	; 
 	287	353	2400	367	13.666667	1	4	0	0	0	0	; 
 	288	285	2400	37	1.666667	1	4	0	0	0	0	; 
 	288	286	2800	12	0.666667	1	4	0	0	0	0	; 
 	288	290	2400	363	20.333333	1	4	0	0	0	0	; 
 	289	288	2800	252	23	1	4	0	0	0	0	; 
 	290	221	900	300	12.333333	1	4	0	0	0	0	; 
 	290	289	2400	111	5.333333	1	4	0	0	0	0	; 
 	290	312	2400	261	10.666667	1	4	0	0	0	0	; 
 	290	377	900	197	8.666667	1	4	0	0	0	0	; 
 	291	19	999999	0	0	0	4	0	0	0	0	; 
 	291	287	600	70	1.666667	1	4	0	0	0	0	; 
 	292	19	999999	0	0	0	4	0	0	0	0	; 
 	292	287	2400	131	4.666667	1	4	0	0	0	0	; 
 	293	141	900	104	5.333333	1	4	0	0	0	0	; 
 	293	264	900	105	7.666667	1	4	0	0	0	0	; 
 	294	295	2800	351	14	1	4	0	0	0	0	; 
 	295	6	999999	0	0	0	4	0	0	0	0	; 
 	295	223	2400	25	1	1	4	0	0	0	0	; 
 	295	278	2400	539	24.333333	1	4	0	0	0	0	; 
 	295	293	900	283	10	1	4	0	0	0	0	; 
 	296	297	900	134	5.666667	1	4	0	0	0	0	; 
 	296	300	2800	131	14.666667	1	4	0	0	0	0	; 
 	296	360	900	39	1	1	4	0	0	0	0	; 
 	297	230	900	118	8.666667	1	4	0	0	0	0	; 
 	298	301	2800	198	10	1	4	0	0	0	0	; 
 	299	302	2400	196	11	1	4	0	0	0	0	; 
 	300	294	2400	271	10.666667	1	4	0	0	0	0	; 
 	300	301	2800	26	2	1	4	0	0	0	0	; 
 	301	299	2800	75	2.333333	1	4	0	0	0	0	; 
 	301	358	2800	28	1	1	4	0	0	0	0	; 
 	302	168	2800	69	4.666667	1	4	0	0	0	0	; 
 	302	367	2400	37	0.666667	1	4	0	0	0	0	; 
 	303	1	999999	0	0	0	4	0	0	0	0	; 
 	303	304	600	100	2.333333	1	4	0	0	0	0	; 
 	304	1	999999	0	0	0	4	0	0	0	0	; 
 	304	307	600	43	1	1	4	0	0	0	0	; 
 	304	308	600	192	4.666667	1	4	0	0	0	0	; 
 	304	310	600	164	4	1	4	0	0	0	0	; 
 	305	312	600	97	2.333333	1	4	0	0	0	0	; 
 	306	1	999999	0	0	0	4	0	0	0	0	; 
 	306	303	600	179	4.333333	1	4	0	0	0	0	; 
 	307	1	999999	0	0	0	4	0	0	0	0	; 
 	307	311	600	114	3	1	4	0	0	0	0	; 
 	308	305	600	180	4.666667	1	4	0	0	0	0	; 
 	309	310	600	176	4.333333	1	4	0	0	0	0	; 
 	310	304	600	164	4	1	4	0	0	0	0	; 
 	310	311	600	387	9.666667	1	4	0	0	0	0	; 
 	310	313	600	191	4.666667	1	4	0	0	0	0	; 
 	311	304	600	157	4	1	4	0	0	0	0	; 
 	311	309	600	211	5.333333	1	4	0	0	0	0	; 
 	312	21	999999	0	0	0	4	0	0	0	0	; 
 	312	290	2400	261	16	1	4	0	0	0	0	; 
 	312	306	600	190	4.666667	1	4	0	0	0	0	; 
 	312	375	2400	234	8	1	4	0	0	0	0	; 
 	313	375	600	226	5.666667	1	4	0	0	0	0	; 
 	314	139	2800	128	4.333333	1	4	0	0	0	0	; 
 	314	315	2800	168	10.333333	1	4	0	0	0	0	; 
 	314	319	2400	104	2.666667	1	4	0	0	0	0	; 
 	314	320	2400	96	4.666667	1	4	0	0	0	0	; 
 	315	25	999999	0	0	0	4	0	0	0	0	; 
 	315	314	2800	168	8.333333	1	4	0	0	0	0	; 
 	315	316	600	107	4	1	4	0	0	0	0	; 
 	315	321	600	103	4	1	4	0	0	0	0	; 
 	315	331	2800	219	22.666667	1	4	0	0	0	0	; 
 	316	315	600	107	2.666667	1	4	0	0	0	0	; 
 	316	319	600	117	4	1	4	0	0	0	0	; 
 	316	326	600	121	3	1	4	0	0	0	0	; 
 	317	16	999999	0	0	0	4	0	0	0	0	; 
 	317	24	999999	0	0	0	4	0	0	0	1.625133706	; 
 	317	383	900	153	3.666667	1	4	0	0	0	0	; 
 	318	143	2400	29	0.666667	1	4	0	0	0	0	; 
 	318	319	2400	161	13.333333	1	4	0	0	0	0	; 
 	318	326	600	86	2	1	4	0	0	0	0	; 
 	319	138	600	128	6	1	4	0	0	0	0	; 
 	319	314	2400	104	6	1	4	0	0	0	0	; 
 	319	318	2400	161	4	1	4	0	0	0	0	; 
 	320	314	2400	96	5	1	4	0	0	0	0	; 
 	320	339	2400	190	9.333333	1	4	0	0	0	0	; 
 	321	341	600	98	4.666667	1	4	0	0	0	0	; 
 	322	336	900	83	2.666667	1	4	0	0	0	0	; 
 	323	327	2400	144	11	1	4	0	0	0	0	; 
 	323	345	2400	128	3.333333	1	4	0	0	0	0	; 
 	323	381	2400	29	1	1	4	0	0	0	0	; 
 	324	337	2800	64	2.333333	1	4	0	0	0	0	; 
 	325	322	900	154	7	1	4	0	0	0	0	; 
 	325	324	2800	129	8	1	4	0	0	0	0	; 
 	325	331	2800	520	25	1	4	0	0	0	0	; 
 	326	316	600	121	3	1	4	0	0	0	0	; 
 	326	318	600	86	2	1	4	0	0	0	0.684176844	; 
 	327	26	999999	0	0	0	4	0	0	0	0	; 
 	327	323	2400	144	12.333333	1	4	0	0	0	0	; 
 	327	328	900	47	1.333333	1	4	0	0	0	0	; 
 	327	332	2400	422	15.666667	1	4	0	0	0	0	; 
 	327	346	600	203	7.333333	1	4	0	0	0	0	; 
 	328	26	999999	0	0	0	4	0	0	0	0	; 
 	329	330	900	17	0.333333	1	4	0	0	0	0	; 
 	330	329	900	17	1.333333	1	4	0	0	0	0	; 
 	330	333	900	109	4.666667	1	4	0	0	0	0	; 
 	330	334	900	436	11	1	4	0	0	0	0	; 
 	331	25	999999	0	0	0	4	0	0	0	0	; 
 	331	315	2800	219	11.333333	1	4	0	0	0	1.460761096	; 
 	331	325	2800	520	41	1	4	0	0	0	0	; 
 	331	327	2400	599	28.666667	1	4	0	0	0	0	; 
 	331	334	900	298	13.333333	1	4	0	0	0	0	; 
 	332	25	999999	0	0	0	4	0	0	0	0	; 
 	332	26	999999	0	0	0	4	0	0	0	0	; 
 	332	331	2400	177	18.333333	1	4	0	0	0	0	; 
 	333	325	900	236	16.666667	1	4	0	0	0	0	; 
 	333	336	900	14	0.333333	1	4	0	0	0	0	; 
 	334	25	999999	0	0	0	4	0	0	0	0	; 
 	334	143	900	324	13	1	4	0	0	0	0	; 
 	334	330	900	436	11	1	4	0	0	0	0	; 
 	334	331	900	298	40.333333	1	4	0	0	0	0	; 
 	335	26	999999	0	0	0	4	0	0	0	0	; 
 	335	327	900	279	18	1	4	0	0	0	0	; 
 	335	337	900	374	18.666667	1	4	0	0	0	0	; 
 	335	338	900	170	13.666667	1	4	0	0	0	0	; 
 	336	329	900	99	4	1	4	0	0	0	0	; 
 	336	333	900	14	0.333333	1	4	0	0	0	0	; 
 	337	335	900	374	13.333333	1	4	0	0	0	0	; 
 	338	335	900	170	11.333333	1	4	0	0	0	0	; 
 	338	380	900	16	2	1	4	0	0	0	0	; 
 	339	99	2400	100	5.666667	1	4	0	0	0	0	; 
 	340	342	600	87	3.666667	1	4	0	0	0	0	; 
 	341	315	600	201	17.666667	1	4	0	0	0	0	; 
 	341	342	600	6	0.333333	1	4	0	0	0	0	; 
 	342	341	600	6	0.333333	1	4	0	0	0	1.172678111	; 
 	342	347	600	187	6.666667	1	4	0	0	0	0	; 
 	343	100	600	201	10	1	4	0	0	0	0	; 
 	343	340	600	100	8.333333	1	4	0	0	0	0	; 
 	343	344	600	94	14.333333	1	4	0	0	0	1.916454717	; 
 	344	83	600	198	11.333333	1	4	0	0	0	0	; 
 	344	86	600	137	8.333333	1	4	0	0	0	0	; 
 	344	343	600	94	4	1	4	0	0	0	0	; 
 	345	93	2400	84	3.666667	1	4	0	0	0	0	; 
 	345	384	2400	32	0.666667	1	4	0	0	0	0	; 
 	346	344	600	114	8.333333	1	4	0	0	0	0	; 
 	347	343	600	100	5.666667	1	4	0	0	0	0	; 
 	348	349	900	23	0.666667	1	4	0	0	0	0	; 
 	349	203	900	180	7	1	4	0	0	0	0	; 
 	351	282	2800	293	8.333333	1	4	0	0	0	0	; 
 	352	5	999999	0	0	0	4	0	0	0	0	; 
 	352	353	2400	74	6	1	4	0	0	0	0	; 
 	353	5	999999	0	0	0	4	0	0	0	0	; 
 	353	79	2400	384	19.333333	1	4	0	0	0	0	; 
 	353	254	900	219	11.333333	1	4	0	0	0	0	; 
 	353	292	2400	236	8.666667	1	4	0	0	0	0	; 
 	354	36	999999	0	0	0	4	0	0	0	0	; 
 	354	244	900	113	14.333333	1	4	0	0	0	0	; 
 	354	355	900	72	2.333333	1	4	0	0	0	0	; 
 	355	354	900	72	3	1	4	0	0	0	0	; 
 	355	356	900	17	0.666667	1	4	0	0	0	0	; 
 	356	242	900	269	26	1	4	0	0	0	0	; 
 	357	19	999999	0	0	0	4	0	0	0	0	; 
 	357	244	900	165	8.333333	1	4	0	0	0	0	; 
 	358	366	2800	30	1.666667	1	4	0	0	0	0	; 
 	358	371	2400	184	5	1	4	0	0	0	0	; 
 	359	8	999999	0	0	0	4	0	0	0	1.944364153	; 
 	359	296	900	231	15.666667	1	4	0	0	0	0	; 
 	359	361	900	10	0.333333	1	4	0	0	0	0	; 
 	360	8	999999	0	0	0	4	0	0	0	0	; 
 	360	359	900	192	7.666667	1	4	0	0	0	0	; 
 	361	8	999999	0	0	0	4	0	0	0	0	; 
 	361	197	900	274	18.333333	1	4	0	0	0	0	; 
 	362	9	999999	0	0	0	4	0	0	0	0	; 
 	362	358	2400	239	8	1	4	0	0	0	0	; 
 	363	364	900	118	4	1	4	0	0	0	0	; 
 	364	8	999999	0	0	0	4	0	0	0	0	; 
 	364	359	900	111	4	1	4	0	0	0	0	; 
 	365	366	2400	220	17	1	4	0	0	0	0	; 
 	366	300	2800	23	1.666667	1	4	0	0	0	0	; 
 	366	370	2800	107	4.333333	1	4	0	0	0	0	; 
 	367	302	2400	37	0.666667	1	4	0	0	0	0	; 
 	367	362	2400	29	1	1	4	0	0	0	0	; 
 	368	365	2400	75	2	1	4	0	0	0	0	; 
 	369	368	2400	15	1	1	4	0	0	0	0	; 
 	370	296	900	37	2	1	4	0	0	0	0	; 
 	370	360	900	44	2.333333	1	4	0	0	0	0	; 
 	371	131	2400	145	11.333333	1	4	0	0	0	0	; 
 	372	21	999999	0	0	0	4	0	0	0	0	; 
 	372	37	2400	64	2.666667	1	4	0	0	0	0	; 
 	373	21	999999	0	0	0	4	0	0	0	0	; 
 	373	372	2400	55	2	1	4	0	0	0	0	; 
 	374	290	900	78	9.333333	1	4	0	0	0	0	; 
 	375	21	999999	0	0	0	4	0	0	0	0	; 
 	375	310	600	417	10.333333	1	4	0	0	0	0	; 
 	375	312	2400	234	8.333333	1	4	0	0	0	0	; 
 	375	373	2400	23	1.333333	1	4	0	0	0	0	; 
 	376	377	900	134	4	1	4	0	0	0	0	; 
 	377	287	600	358	18.666667	1	4	0	0	0	1.357437563	; 
 	377	357	900	262	9.333333	1	4	0	0	0	0	; 
 	377	374	900	119	5.666667	1	4	0	0	0	0	; 
 	378	382	600	166	4	1	4	0	0	0	0	; 
 	379	24	999999	0	0	0	4	0	0	0	0	; 
 	379	246	900	400	10.333333	1	4	0	0	0	0	; 
 	380	338	900	16	0.666667	1	4	0	0	0	0	; 
 	380	382	900	175	12.666667	1	4	0	0	0	0	; 
 	381	323	2400	29	1.333333	1	4	0	0	0	0	; 
 	381	383	900	165	4	1	4	0	0	0	0	; 
 	382	380	900	175	8.666667	1	4	0	0	0	0	; 
 	383	24	999999	0	0	0	4	0	0	0	0	; 
 	383	379	900	85	2	1	4	0	0	0	0	; 
 	383	381	900	165	4	1	4	0	0	0	0	; 
 	383	382	900	226	14	1	4	0	0	0	0	; 
 	384	345	2400	32	2.333333	1	4	0	0	0	0	; 
 	384	381	2400	130	10	1	4	0	0	0	0	; 
 	385	24	999999	0	0	0	4	0	0	0	0	; 
 	385	383	600	219	7.333333	1	4	0	0	0	0	; 
 	386	389	2800	236	5.666667	1	4	0	0	0	0	; 
 	387	388	2400	50	1	1	4	0	0	0	0	; 
 	389	30	999999	0	0	0	4	0	0	0	0	; 
 	389	186	2800	22	0.666667	1	4	0	0	0	0	; 
 	390	33	999999	0	0	0	4	0	0	0	0	; 
 	390	268	2400	400	12.666667	1	4	0	0	0	0	; 
 	391	325	2800	22	3	1	4	0	0	0	0	; 
 	392	41	600	193	4.666667	1	4	0	0	0	0	; 
 	393	162	2800	45	3.333333	1	4	0	0	0	0	; 
 	394	160	2800	590	15.333333	1	4	0	0	0	0	; 
 	395	111	900	277	15.666667	1	4	0	0	0	0	; 
 	397	249	900	70	3	1	4	0	0	0	2.679793799	; 
 	397	256	900	102	7	1	4	0	0	0	0	; 
 	398	13	999999	0	0	0	4	0	0	0	0	; 
 	398	63	900	222	7	1	4	0	0	0	1.743389544	; 
